,Age,Gender,Height_CM,Weight_KG,Body_Fat,Diastolic,Systolic,Grip_Force,Sit_and_BendForward_CM,Sit_Up_Counts,Broad_Jump_CM,Performance
7468,21,M,179.7,73.6,32.7,67,159,34.9,11.1,40,227,Weak
7469,51,F,152.8,70.1,37.4,79,127,23.2,21.4,11,118,Weak
7470,36,M,176.5,73.0,32.2,93,125,42.0,2.9,20,203,Weak
7471,25,M,184.0,88.1,20.7,97,152,55.8,15.1,61,247,Strong
7472,51,F,150.0,62.3,34.4,87,132,20.5,12.9,2,80,Weak
7473,25,M,181.7,85.22,16.1,84,138,52.4,17.0,47,254,Good
7474,61,F,160.0,59.4,33.8,95,134,20.8,16.8,21,89,Average
7475,27,M,170.5,64.6,22.9,96,130,43.9,7.9,55,207,Average
7476,50,M,179.3,85.0,21.1,78,135,53.5,18.8,41,217,Strong
7477,22,M,176.1,70.1,11.7,83,139,50.0,12.9,36,247,Weak
7478,38,M,176.5,77.9,17.5,86,141,46.1,15.9,40,211,Good
7479,32,M,178.1,64.0,14.5,83,135,59.8,16.5,52,238,Strong
7480,27,F,161.5,53.1,14.6,71,116,24.6,17.4,55,187,Good
7481,24,F,158.5,55.7,29.2,58,116,22.4,12.4,27,145,Average
7482,31,M,173.0,83.8,34.9,80,120,32.5,10.1,35,189,Weak
7483,38,F,164.7,62.8,31.24232,73,121,28.5,19.3,33,151,Weak
7484,44,M,181.4,100.08,23.7,90,156,52.7,9.0,44,214,Average
7485,55,M,170.0,73.6,20.5,64,127,49.3,8.2,26,163,Average
7486,21,F,171.8,70.8,28.2,66,150,32.2,23.0,47,189,Good
7487,59,F,147.5,53.7,37.1,78,118,35.2,18.7,15,142,Good
7488,26,M,177.5,83.5,24.3,71,130,33.4,0.0,46,197,Weak
7489,63,M,164.0,56.5,19.7,60,100,34.0,13.3,6,159,Weak
7490,21,M,169.1,63.0,18.4,61,98,36.9,4.6,45,210,Weak
7491,39,M,171.2,69.9,20.7,81,147,40.5,18.2,49,208,Good
7492,40,F,161.5,54.1,22.9,82,119,26.2,28.5,37,168,Strong
7493,28,M,166.5,62.8,22.5,74,123,37.6,16.4,56,215,Good
7494,22,M,179.3,61.2,14.2,77,152,39.5,11.7,53,250,Average
7495,30,F,156.2,52.8,28.2,156,104,21.7,27.2,43,162,Average
7496,31,M,164.3,62.9,22.8,66,109,32.7,5.9,40,191,Average
7497,24,F,169.3,75.2,25.3,86,132,40.8,21.4,37,193,Strong
7498,21,M,173.9,76.7,19.3,91,156,51.3,6.5,44,237,Average
7499,22,F,162.9,51.56,26.2,73,111,22.2,13.0,13,130,Weak
7500,49,F,162.5,63.3,28.6,63,119,30.9,23.7,40,161,Strong
7501,25,F,159.2,51.0,31.0,60,101,22.0,15.7,30,135,Average
7502,62,M,166.1,76.5,29.0,85,154,43.9,16.9,36,204,Good
7503,50,F,155.1,55.7,32.2,80,112,27.1,6.7,12,139,Weak
7504,28,M,166.9,65.6,12.7,99,145,50.1,19.4,44,230,Average
7505,33,M,167.9,78.4,15.59514,103,167,49.9,29.0,55,202,Strong
7506,22,M,171.0,81.7,26.5,90,147,39.0,1.1,28,203,Weak
7507,21,M,172.9,59.4,11.0,68,121,40.6,26.0,58,224,Strong
7508,32,M,172.7,68.34,15.3,85,142,38.0,23.2,42,224,Good
7509,57,F,155.0,57.14,36.5,75,158,23.4,23.4,13,122,Average
7510,21,M,178.4,72.2,12.3,89,138,50.0,22.8,63,230,Strong
7511,64,F,151.0,55.3,29.7,81,124,28.3,22.0,25,110,Strong
7512,48,M,169.6,66.1,20.8,67,125,40.5,17.3,44,215,Strong
7513,22,M,175.1,76.2,25.0,82,153,38.7,5.4,37,226,Weak
7514,57,M,174.1,68.9,18.0,71,108,40.3,14.1,42,207,Strong
7515,37,M,172.8,80.8,25.3,79,131,60.1,14.7,45,238,Strong
7516,49,M,172.8,65.2,12.8,90,140,38.6,13.9,44,181,Average
7517,56,F,157.5,67.2,33.0,90,144,35.5,23.6,22,180,Strong
7518,39,M,170.7,71.7,18.1,72,138,43.5,18.7,42,222,Good
7519,26,M,171.7,71.3,18.9,67,118,51.6,12.7,60,213,Good
7520,38,M,165.1,70.7,24.0,97,143,41.8,14.0,45,209,Good
7521,63,F,152.7,50.0,21.2,87,153,31.4,21.6,17,135,Strong
7522,24,M,174.0,75.5,11.3,75,130,49.3,22.5,57,250,Good
7523,33,M,188.6,90.3,17.2,76,123,36.5,18.3,59,242,Good
7524,52,M,175.2,65.1,18.2,69,113,34.7,18.5,40,215,Strong
7525,62,F,154.9,42.4,17.7,85,126,21.2,32.0,26,141,Strong
7526,56,M,164.0,73.8,24.3,95,129,48.7,18.6,40,188,Good
7527,41,F,152.7,50.1,24.5,75,135,27.3,0.0,23,132,Weak
7528,21,M,173.7,79.5,18.3,92,148,42.9,22.1,63,209,Good
7529,29,M,183.0,88.2,18.5,80,128,54.9,4.7,33,220,Weak
7530,51,M,166.1,70.5,29.6,82,131,29.8,0.3,26,179,Weak
7531,24,F,165.7,52.5,19.7,70,118,26.3,22.3,48,177,Strong
7532,22,M,176.1,88.2,20.1,83,141,52.6,15.6,48,238,Average
7533,23,M,172.4,80.3,22.2,90,151,53.5,17.1,60,213,Average
7534,61,M,170.0,82.2,29.1,69,145,38.0,9.2,27,182,Weak
7535,28,M,176.1,76.7,16.9,89,144,45.4,19.0,57,265,Strong
7536,24,M,177.4,73.5,22.1,87,139,44.5,10.6,60,216,Average
7537,28,M,180.3,80.1,21.1,78,111,49.3,17.2,57,220,Good
7538,39,M,186.9,82.3,20.1,83,143,42.3,-4.2,37,212,Weak
7539,59,F,154.3,76.1,48.0,66,118,17.2,4.6,18,91,Weak
7540,26,M,182.5,71.68,11.0,82,143,55.7,12.9,45,196,Good
7541,32,F,170.8,71.5,22.9,73,131,28.0,21.1,47,144,Average
7542,60,M,164.0,64.7,29.6,80,120,45.2,1.5,24,154,Weak
7543,33,M,179.0,75.7,21.9,79,123,41.4,15.0,50,218,Average
7544,42,M,176.9,77.0,16.4,94,146,46.0,13.1,51,218,Good
7545,43,M,174.4,91.4,31.4,96,142,41.9,0.1,14,153,Weak
7546,34,M,166.5,50.6,5.8,88,124,37.6,10.5,35,232,Average
7547,27,F,161.1,58.2,33.7,73,110,28.3,24.8,26,155,Average
7548,60,M,154.0,58.2,28.1,66,108,27.2,5.0,11,155,Weak
7549,25,M,169.8,70.0,16.9,62,136,43.7,8.0,49,211,Average
7550,21,F,163.7,31.9,31.9,64,110,27.7,24.8,42,149,Good
7551,28,M,178.4,83.3,11.6,80,141,52.0,8.7,46,229,Average
7552,21,M,169.0,66.1,14.4,83,131,41.1,8.1,48,181,Average
7553,46,M,173.0,68.3,21.1,87,120,45.2,4.7,46,211,Average
7554,59,M,171.8,82.0,28.0,94,152,36.2,-13.6,23,175,Weak
7555,26,M,170.7,61.5,12.4,69,127,36.9,7.4,38,215,Average
7556,22,M,177.5,82.2,23.1,87,136,39.3,11.6,55,227,Average
7557,25,F,159.0,58.5,27.0,77,118,32.5,31.5,57,200,Strong
7558,25,M,171.5,73.18,11.4,56,111,46.4,12.9,47,228,Good
7559,36,M,172.5,71.8,16.4,76,130,45.0,21.4,42,221,Good
7560,61,M,171.8,83.1,25.9,93,149,45.5,18.3,38,193,Strong
7561,32,M,175.7,72.2,13.8,62,113,53.4,18.9,49,270,Good
7562,32,F,171.7,56.0,22.5,82,121,25.8,15.1,21,147,Average
7563,40,M,176.4,72.4,13.4,89,140,58.5,10.8,39,241,Good
7564,28,M,175.1,79.7,27.1,68,111,34.2,13.8,50,218,Weak
7565,63,F,150.1,68.4,43.0,74,134,18.0,0.0,0,70,Weak
7566,57,F,149.2,62.2,37.3,75,136,22.3,21.9,10,131,Weak
7567,38,F,154.2,46.3,19.3,61,100,20.2,16.5,32,120,Average
7568,63,F,160.3,54.5,29.6,79,139,24.0,25.7,20,108,Good
7569,40,M,173.3,78.3,24.2,77,123,39.2,8.7,36,190,Average
7570,55,M,172.3,56.28,19.2,78,115,30.8,20.5,23,180,Average
7571,45,F,158.3,55.4,33.9,81,111,24.1,21.0,34,165,Average
7572,28,M,163.4,85.9,25.5,85,127,36.1,11.3,28,175,Weak
7573,25,M,182.5,79.8,12.9,71,137,46.8,19.1,49,200,Average
7574,51,F,155.9,56.0,35.0,85,143,28.5,17.4,20,133,Average
7575,46,M,176.5,70.0,16.1,99,158,44.4,16.5,45,224,Strong
7576,57,F,163.5,57.1,33.6,62,126,23.5,20.0,22,151,Strong
7577,36,M,178.2,72.3,16.5,79,130,44.5,10.1,49,219,Average
7578,38,M,181.3,71.2,5.8,71,106,46.6,17.2,40,240,Good
7579,27,M,175.5,63.3,12.0,80,128,45.5,26.2,50,230,Good
7580,37,F,161.8,53.8,31.8,87,137,22.1,20.9,34,149,Good
7581,21,M,176.0,87.7,27.5,89,149,34.4,4.3,61,204,Weak
7582,38,F,168.0,63.6,25.7,87,146,27.3,24.5,41,175,Strong
7583,60,M,169.8,67.9,27.5,88,138,36.3,-7.0,25,125,Weak
7584,24,M,178.9,90.4,31.4,81,132,32.0,2.8,37,176,Weak
7585,28,F,165.0,61.44,30.6,85,143,31.9,17.6,41,171,Good
7586,61,M,165.2,71.6,23.7,79,142,39.7,7.4,27,168,Average
7587,31,M,173.3,77.4,20.2,78,131,49.9,19.5,52,223,Strong
7588,31,M,188.4,92.4,30.3,87,146,50.1,17.5,45,215,Weak
7589,21,M,165.0,61.9,18.4,82,114,35.8,15.3,60,250,Good
7590,38,M,166.9,67.0,17.9,76,133,50.1,15.9,47,226,Strong
7591,45,M,171.5,76.7,23.2,82,117,50.7,7.4,48,221,Average
7592,56,F,153.7,50.7,31.6,66,105,16.0,15.7,3,155,Weak
7593,55,M,168.0,65.0,21.7,82,135,45.7,16.1,37,188,Strong
7594,24,F,159.9,47.7,33.0,53,101,16.0,-10.3,12,129,Weak
7595,44,F,153.8,49.7,29.8,72,110,29.2,23.6,24,158,Average
7596,38,F,162.9,49.22,21.8,80,122,23.8,23.9,36,170,Strong
7597,30,M,166.6,66.08,14.4,67,14,53.8,17.2,57,221,Strong
7598,21,F,165.1,53.4,24.1,79,112,25.2,27.4,45,180,Average
7599,36,M,166.6,64.3,18.5,78,129,45.7,15.4,43,220,Good
7600,64,F,158.0,61.9,34.2,68,123,24.5,23.5,38,126,Strong
7601,47,M,166.6,59.7,15.0,95,142,40.0,16.8,35,185,Average
7602,41,M,181.6,93.5,22.3,91,152,56.9,14.2,61,241,Strong
7603,24,M,172.0,72.0,15.6,61,116,56.8,16.5,55,253,Strong
7604,22,F,154.0,57.08,34.0,73,131,22.0,19.1,37,151,Average
7605,23,F,167.1,67.4,30.0,85,143,31.0,26.6,40,155,Good
7606,24,F,166.0,64.4,32.3,78,128,25.1,18.8,42,154,Good
7607,43,M,177.0,81.2,24.2,89,122,51.7,2.5,43,193,Weak
7608,53,F,148.1,48.0,29.8,89,122,23.8,23.5,29,143,Strong
7609,42,F,160.5,73.7,39.3,94,152,26.7,-1.9,15,137,Weak
7610,25,F,158.9,45.6,22.7,83,135,26.0,11.1,31,168,Average
7611,61,F,157.9,54.0,25.9,87,151,30.1,27.2,11,154,Average
7612,60,F,157.5,47.4,25.1,71,137,20.4,20.9,13,147,Good
7613,22,M,179.7,72.2,8.4,72,119,50.5,26.0,61,285,Strong
7614,24,F,162.9,49.6,17.0,73,116,22.6,28.8,42,162,Strong
7615,36,M,171.1,69.5,14.0,76,135,44.0,18.3,57,225,Strong
7616,27,F,166.6,70.0,29.0,74,140,37.9,22.0,56,205,Good
7617,46,M,176.1,75.2,15.6,81,120,49.6,18.5,40,233,Good
7618,22,F,166.5,63.6,28.4,75,131,29.8,14.3,45,198,Average
7619,24,M,171.2,64.9,17.1,80,123,43.7,21.3,44,208,Average
7620,25,F,163.9,55.9,28.9,62,105,23.7,26.1,31,105,Average
7621,63,M,165.7,74.7,26.8,90,140,42.8,20.1,27,184,Good
7622,63,F,161.0,60.9,27.1,54,134,16.9,19.8,16,146,Weak
7623,64,M,171.4,75.0,25.1,86,126,46.8,12.8,33,180,Strong
7624,22,M,184.6,90.6,12.6,65,121,47.9,19.5,56,247,Strong
7625,57,M,162.3,61.0,16.7,98,149,41.3,11.0,32,188,Good
7626,30,M,178.7,83.6,16.8,65,127,47.0,15.9,54,246,Good
7627,26,M,179.5,95.0,30.5,83,130,45.7,11.8,33,207,Weak
7628,22,M,175.7,71.4,11.2,64,125,49.6,11.3,60,269,Average
7629,32,M,179.0,82.2,19.0,99,150,48.6,28.7,57,250,Good
7630,24,M,181.3,77.2,15.9,65,135,46.4,14.3,48,220,Average
7631,24,F,164.7,56.2,21.2,75,119,35.3,17.9,51,196,Good
7632,41,F,164.5,61.0,34.1,86,122,26.8,9.4,29,148,Weak
7633,24,F,162.9,55.2,31.4,68,122,24.4,2.0,25,135,Weak
7634,37,M,181.0,76.1,14.8,68,127,47.1,15.3,40,217,Good
7635,24,M,182.5,79.6,13.0,96,142,51.5,18.6,64,223,Good
7636,58,M,174.1,71.96,25.7,75,136,43.0,-5.4,15,118,Weak
7637,29,M,171.6,84.5,21.4,91,146,48.1,6.2,51,232,Average
7638,24,M,177.0,76.7,16.1,65,113,33.1,-3.5,40,236,Weak
7639,36,F,160.9,67.9,40.8,79,117,23.6,-3.8,13,146,Weak
7640,64,M,169.8,69.2,18.5,70,130,53.2,27.1,51,214,Strong
7641,35,M,165.0,82.7,28.8,79,133,46.0,17.0,40,197,Weak
7642,25,F,167.0,61.3,32.5,66,109,28.5,-6.5,22,169,Weak
7643,64,F,162.8,74.2,36.4,91,145,27.6,20.3,15,117,Good
7644,38,M,172.2,79.2,24.6,96,156,47.7,21.9,51,220,Strong
7645,30,M,167.0,69.9,19.6,83,149,45.0,17.5,64,235,Strong
7646,29,M,168.0,73.5,19.4,86,145,50.2,24.4,62,246,Strong
7647,55,M,162.4,63.9,23.4,91,132,44.3,23.9,35,211,Strong
7648,21,M,181.2,95.4,26.0,82,147,47.6,17.2,28,212,Weak
7649,62,F,167.0,69.8,34.8,80,131,32.3,3.6,13,93,Weak
7650,30,M,170.0,50.3,13.9,99,152,39.9,5.3,39,225,Average
7651,23,F,165.8,66.0,28.0,59,119,39.5,23.6,58,195,Good
7652,22,M,179.9,74.1,16.0,76,135,36.1,13.1,21,212,Weak
7653,22,M,167.0,76.1,24.8,69,99,43.4,12.9,45,227,Average
7654,25,M,172.6,63.9,16.4,82,135,44.1,17.7,51,255,Strong
7655,51,M,164.0,83.9,33.9,87,148,40.4,5.7,32,196,Weak
7656,60,M,166.1,72.7,22.6,81,119,40.9,17.3,38,180,Strong
7657,25,M,171.7,73.5,16.9,81,130,38.8,24.0,47,240,Good
7658,27,M,178.5,81.3,18.3,75,115,41.2,-4.3,61,195,Weak
7659,28,M,167.8,66.5,15.4,70,125,45.0,21.0,57,235,Strong
7660,30,M,178.0,81.1,25.3,91,143,50.6,14.7,48,225,Strong
7661,24,F,176.8,62.2,31.5,75,133,26.8,14.4,12,173,Weak
7662,36,M,181.4,88.9,17.7,83,146,59.1,23.2,65,265,Strong
7663,25,M,175.0,79.2,15.2,61,128,45.6,9.2,61,205,Average
7664,64,F,155.8,45.4,21.7,63,105,19.4,16.7,13,118,Good
7665,27,M,178.6,70.5,18.8,90,156,44.3,22.7,52,216,Good
7666,38,M,174.2,81.2,18.8,78,130,48.8,15.6,54,239,Strong
7667,26,F,162.0,50.4,31.7,92,120,27.0,17.4,43,162,Average
7668,21,M,184.7,80.2,19.9,67,126,38.1,1.6,36,240,Weak
7669,61,M,169.5,75.6,23.9,87,129,26.8,0.9,25,193,Weak
7670,61,M,168.4,75.5,30.2,80,117,32.0,7.9,22,140,Weak
7671,24,M,174.5,67.1,13.9,86,142,36.6,17.1,48,242,Average
7672,25,M,181.0,77.9,13.5,94,129,50.5,23.7,65,255,Strong
7673,29,M,172.8,71.5,16.2,98,157,49.7,15.0,58,266,Good
7674,60,M,157.1,47.0,15.7,86,141,31.1,15.8,36,173,Good
7675,50,M,180.2,85.3,17.4,92,148,47.8,15.0,64,210,Strong
7676,58,F,160.1,64.6,31.3,94,154,20.5,21.5,20,134,Average
7677,21,F,164.9,57.1,33.3,69,108,32.7,18.9,27,117,Average
7678,34,M,173.4,70.04,19.9,63,118,42.4,13.6,51,224,Good
7679,31,M,177.7,74.0,14.1,63,122,56.4,24.2,57,222,Strong
7680,28,F,167.8,61.6,24.2,77,127,30.5,25.3,51,177,Strong
7681,64,F,156.8,58.8,43.5,78,150,20.9,9.9,0,82,Weak
7682,34,M,180.3,74.9,18.3,86,142,42.7,-13.9,31,214,Weak
7683,58,M,175.0,81.9,21.0,87,141,45.3,10.1,32,197,Average
7684,22,M,178.1,73.6,17.4,85,144,50.0,26.1,59,242,Strong
7685,48,M,176.5,66.1,8.1,80,129,39.3,14.1,33,204,Average
7686,60,F,162.8,54.4,24.6,86,128,26.0,25.0,33,95,Good
7687,30,M,174.3,77.86,24.9,77,122,49.5,12.4,55,213,Good
7688,47,M,168.0,63.2,12.7,81,118,33.6,10.7,36,210,Good
7689,27,F,154.3,57.6,32.9,95,138,25.9,22.4,58,163,Strong
7690,24,F,169.3,60.9,18.2,83,112,31.6,18.2,39,183,Good
7691,62,F,148.3,51.8,27.3,82,138,20.9,22.6,34,131,Strong
7692,30,M,176.1,84.2,14.6,75,145,60.8,22.6,46,237,Good
7693,23,M,174.9,70.1,9.4,85,137,40.4,18.3,62,222,Good
7694,58,F,147.6,45.4,33.0,61,120,22.4,16.5,12,158,Average
7695,27,M,180.0,71.4,14.7,89,120,60.5,17.1,59,223,Strong
7696,51,M,168.2,67.6,29.3,99,153,33.1,12.0,46,187,Good
7697,28,M,178.8,87.1,27.9,75,123,41.1,-11.5,50,198,Weak
7698,25,M,172.2,60.0,12.8,72,151,61.0,15.2,55,230,Strong
7699,22,M,179.6,62.8,17.6,84,135,41.4,12.9,44,201,Average
7700,36,M,177.1,80.0,19.4,77,123,40.8,15.0,44,237,Good
7701,23,F,161.1,66.3,33.1,80,140,29.4,20.0,51,170,Strong
7702,47,F,160.0,59.6,32.4,88,147,21.4,15.5,26,155,Good
7703,53,M,163.9,70.8,24.8,79,135,45.7,19.9,44,208,Strong
7704,39,F,164.9,60.6,26.6,63,111,27.3,31.6,37,177,Strong
7705,58,M,164.2,63.7,19.5,77,123,31.8,12.4,52,193,Average
7706,57,F,154.5,57.8,32.7,63,111,23.8,19.2,26,140,Good
7707,27,M,171.0,69.3,17.1,97,133,47.4,17.1,56,216,Average
7708,34,M,172.8,73.1,19.9,95,121,51.5,10.1,46,223,Good
7709,53,M,159.5,70.2,23.5,75,137,42.1,16.3,57,186,Good
7710,49,F,151.4,55.7,32.6,91,130,28.3,22.3,32,140,Good
7711,55,M,164.2,62.0,16.6,80,122,41.3,18.5,40,200,Strong
7712,25,M,173.9,69.1,18.7,76,130,45.3,18.2,61,218,Strong
7713,53,F,159.9,61.9,37.4,80,123,26.6,15.8,10,101,Weak
7714,26,F,158.8,44.5,22.3,81,113,24.3,20.0,24,147,Average
7715,23,M,167.4,61.54,8.8,90,153,59.1,28.1,67,247,Strong
7716,25,M,164.8,67.0,16.8,84,130,43.0,1.1,56,187,Weak
7717,31,F,165.4,62.9,23.1,64,104,30.5,24.7,56,179,Strong
7718,30,F,158.6,54.2,26.3,82,116,35.6,24.8,55,171,Strong
7719,28,F,168.8,60.1,23.4,87,139,32.9,20.5,38,171,Strong
7720,23,M,180.2,77.5,9.1,74,140,48.0,18.1,63,246,Strong
7721,56,F,156.0,51.1,28.4,73,113,20.7,23.0,23,0,Average
7722,21,M,179.0,62.5,11.4,73,120,26.0,6.8,52,173,Average
7723,63,M,167.7,78.5,25.9,96,154,43.1,17.8,33,194,Strong
7724,26,M,173.0,65.6,13.1,73,119,45.4,6.4,52,220,Average
7725,21,M,168.2,72.6,22.3,84,134,35.6,2.0,55,234,Weak
7726,39,F,161.5,50.5,28.7,62,104,24.2,15.1,24,125,Average
7727,55,F,162.0,57.8,33.3,75,147,21.9,21.3,21,141,Good
7728,47,M,169.6,70.2,22.1,84,141,38.0,21.1,38,218,Average
7729,60,M,162.0,55.86,24.2,79,158,35.8,9.5,31,173,Good
7730,24,F,148.2,44.7,23.1,70,104,19.6,14.9,32,138,Good
7731,32,M,175.0,80.3,25.2,69,114,54.2,16.5,45,179,Weak
7732,58,M,168.7,69.4,27.2,87,158,38.6,13.0,36,191,Average
7733,28,M,173.0,67.9,15.7,80,150,44.2,22.3,53,232,Strong
7734,47,M,169.4,83.0,28.7,94,140,51.1,13.8,45,201,Weak
7735,61,M,171.4,76.5,31.1,88,147,39.3,9.5,25,189,Good
7736,33,F,162.2,51.8,28.0,62,102,25.2,19.8,24,155,Average
7737,60,F,160.6,60.2,32.2,82,152,25.8,18.2,30,131,Good
7738,64,M,172.1,70.6,22.0,71,127,41.6,3.0,39,215,Average
7739,27,M,176.5,74.6,11.7,74,123,36.2,16.1,50,168,Average
7740,21,F,165.3,51.1,23.1,70,100,25.9,27.1,44,192,Strong
7741,52,M,175.8,60.9,18.1,71,118,43.3,-9.0,32,215,Weak
7742,24,M,169.4,67.3,16.6,81,145,48.0,14.2,58,219,Good
7743,35,F,171.1,63.1,24.3,67,114,31.3,25.9,48,167,Strong
7744,39,M,172.7,71.0,23.4,97,139,45.3,16.9,34,201,Average
7745,43,M,179.0,86.7,29.9,82,134,51.9,-10.4,49,172,Weak
7746,58,F,154.7,51.0,26.4462,60,117,25.9,23.2,20,141,Weak
7747,24,M,176.5,82.3,13.8,99,144,60.8,28.3,50,240,Weak
7748,55,M,176.6,62.4,4.9,72,127,40.9,13.2,46,190,Good
7749,50,M,172.9,92.9,32.0,96,154,47.8,0.4,34,191,Weak
7750,31,M,178.2,87.8,33.2,93,156,26.7,18.4,24,123,Weak
7751,52,F,156.6,58.4,29.9,89,156,28.9,22.1,33,150,Strong
7752,25,M,171.9,64.9,13.8,65,126,45.4,20.8,57,234,Strong
7753,21,F,167.3,76.1,41.2,85,118,32.5,14.0,44,162,Weak
7754,62,F,163.0,57.0,30.0,91,160,25.2,22.5,20,108,Good
7755,30,M,173.3,79.1,23.2,73,135,56.9,15.0,60,236,Strong
7756,28,M,173.8,73.6,15.1,76,110,51.3,9.9,51,245,Average
7757,26,F,158.4,60.4,31.79044,98,142,33.8,13.2,35,162,Weak
7758,30,M,167.1,76.92,25.6,84,145,36.9,14.9,41,217,Good
7759,43,M,169.4,69.7,25.7,87,149,38.5,15.0,41,222,Good
7760,25,M,182.7,84.2,25.4,78,144,43.5,19.0,56,126,Weak
7761,31,M,178.6,64.1,15.5,60,112,34.7,14.4,58,228,Strong
7762,31,M,175.9,68.8,11.9,73,151,56.9,15.0,41,230,Good
7763,28,M,174.2,62.64,11.2,67,126,41.9,7.3,44,225,Average
7764,24,F,164.0,57.0,28.8,81,116,25.2,27.7,45,180,Good
7765,38,M,178.3,79.2,22.2,78,123,37.4,-11.6,28,188,Weak
7766,24,M,177.8,70.1,7.3,67,124,49.9,20.5,59,238,Strong
7767,36,M,169.4,66.5,17.0,62,118,39.4,10.4,46,182,Average
7768,48,F,158.1,62.3,34.0,95,149,27.0,26.5,40,163,Good
7769,40,M,173.3,74.9,22.8,97,149,48.9,19.8,36,215,Average
7770,25,M,183.2,66.6,11.7,63,124,48.0,19.2,53,234,Strong
7771,24,M,167.4,55.8,12.3,88,136,31.3,15.6,45,238,Average
7772,51,F,159.0,69.6,35.3,88,130,27.7,15.5,10,127,Weak
7773,54,M,171.1,68.58,22.6,84,136,40.9,11.8,48,196,Good
7774,25,F,157.2,58.1,30.0,83,128,20.6,15.8,43,193,Weak
7775,38,F,166.5,58.2,27.2,56,126,33.3,20.9,40,162,Strong
7776,61,M,172.8,70.6,21.9,85,129,48.1,15.8,26,175,Good
7777,37,F,168.5,73.7,34.9,62,130,33.1,16.6,40,169,Good
7778,22,M,179.5,63.4,13.0,67,119,36.5,0.8,45,214,Weak
7779,25,F,164.4,55.5,34.4,85,128,24.4,23.5,50,165,Strong
7780,59,F,156.0,54.1,32.6,75,125,20.0,21.5,22,90,Weak
7781,49,M,166.0,66.5,21.0,87,146,48.2,9.2,53,192,Good
7782,32,M,171.5,68.1,19.0,94,139,40.9,18.1,50,232,Strong
7783,59,M,163.7,66.4,29.3,98,159,25.1,16.6,30,166,Weak
7784,22,F,165.5,53.7,19.5,80,140,20.1,12.0,34,183,Average
7785,29,M,168.0,65.2,13.4,73,118,49.6,26.9,54,252,Strong
7786,63,M,168.9,81.1,25.7,80,130,31.5,8.9,20,151,Weak
7787,50,M,175.8,73.5,10.9,95,140,49.0,14.0,63,243,Strong
7788,26,M,165.9,66.1,22.8,72,125,42.1,18.6,47,228,Good
7789,37,M,175.8,80.74,30.7,86,138,41.0,13.2,38,193,Weak
7790,22,F,169.3,53.4,23.8,79,128,28.2,22.5,47,168,Good
7791,25,M,171.9,75.7,21.7,85,130,52.2,17.4,59,244,Strong
7792,60,M,173.2,58.6,21.5,76,132,36.5,11.2,33,151,Average
7793,25,M,176.4,84.7,19.3,80,133,57.5,10.2,51,228,Good
7794,50,F,156.2,48.6,21.7,92,155,24.3,15.1,16,158,Average
7795,59,M,167.5,80.2,25.4,97,123,41.3,7.3,25,199,Weak
7796,35,M,168.9,63.6,17.3,83,120,38.9,18.2,54,227,Average
7797,24,F,168.3,61.3,24.5,72,110,30.1,35.2,39,182,Average
7798,57,M,172.1,72.8,34.6,89,149,34.7,-1.7,8,134,Weak
7799,59,M,167.8,82.7,27.28392,98,148,46.6,5.2,30,172,Weak
7800,22,F,161.5,54.7,26.7,69,110,23.4,19.9,36,205,Good
7801,21,F,164.4,50.0,25.2,78,121,23.6,12.9,56,185,Average
7802,27,F,164.1,48.9,27.6,74,123,22.7,20.8,41,163,Good
7803,23,F,165.8,56.7,15.7,77,115,39.8,27.4,52,200,Good
7804,30,F,172.8,68.7,27.3,72,121,33.1,32.2,36,165,Average
7805,27,F,162.2,55.8,28.2,68,120,28.9,28.2,48,169,Strong
7806,37,F,154.5,55.9,37.0,70,152,17.2,19.2,25,150,Weak
7807,47,F,154.3,53.7,28.7,81,123,23.8,29.3,33,152,Strong
7808,58,F,164.4,60.9,33.3,78,134,27.1,23.8,8,109,Weak
7809,41,M,169.5,65.3,15.7,86,148,38.8,6.8,38,185,Average
7810,54,F,159.6,55.94,30.5,70,114,23.3,15.0,13,149,Average
7811,23,F,172.3,64.3,29.5,76,120,29.6,15.2,46,177,Good
7812,42,M,173.7,72.4,27.1,81,135,40.9,8.3,47,217,Average
7813,26,F,156.2,64.0,24.6,58,114,39.1,24.6,26,170,Average
7814,30,M,180.7,78.6,12.4,70,148,50.3,12.6,57,230,Good
7815,28,M,166.5,62.3,25.2,76,130,34.6,19.4,52,189,Good
7816,29,F,155.2,49.64,28.5,80,130,22.3,20.4,32,161,Good
7817,62,M,164.6,56.4,12.1,77,137,35.9,14.0,37,187,Strong
7818,22,M,183.4,88.5,18.5,88,140,46.5,13.2,57,243,Average
7819,22,F,164.4,57.7,27.7,80,120,31.3,21.2,43,180,Strong
7820,27,F,161.0,53.9,30.7,67,141,18.8,23.5,30,158,Average
7821,53,F,162.3,57.0,33.7,75,127,27.0,21.5,13,160,Average
7822,34,M,170.1,73.2,22.6,71,145,37.6,14.3,52,219,Good
7823,41,M,178.0,84.2,22.1,99,123,45.7,23.4,35,255,Average
7824,62,F,161.6,50.5,24.5,87,147,27.1,21.5,14,107,Good
7825,48,F,157.4,54.1,20.8,73,125,31.9,25.9,34,147,Strong
7826,43,F,156.4,47.2,22.3,76,130,26.8,18.7,36,167,Good
7827,55,F,157.0,64.9,25.7,87,155,29.7,17.5,31,154,Good
7828,22,M,168.0,66.3,21.3,78,136,43.1,8.9,32,200,Weak
